id,tweet,emoji
24814,Niggas STAY hollering you wanna fuck with another nigga NAH BITCH I WANNA BE HAPPY I dont wanna be insecure i dont,['face_with_rolling_eyes']
24815,cant wait for this creamfields after movie tomorrow,['raising_hands']
24816,aaa thank you waiting on my optional grade still tho proud of you too,"['loudly_crying_face', 'two_hearts']"
24817,WE ARE THE CHAMPIONS,"['clapping_hands', 'clapping_hands', 'clapping_hands', 'clapping_hands']"
24818,PH only TO BE ONHAND on 38 Anyone interested to buy Highcut Mag Vol 216 feat Price is Php 275 eac,['smiling_face_with_smiling_eyes']
24819,Why I always get that feeling that no ones really there for me like they say is ,['male_sign']
24820,james literally has the voice of an angel holy shit,['loudly_crying_face']
24821,Men are Scumwomen are Trash Dont Argue with me Plss,['loudly_crying_face']
24822,Thats perfect cause only Robert Plant could pull off the blouse and still look bad ass O,['OK_hand']
24823,2000 Tweets in 22Mins Pure MASS,['party_popper']
24824,START CAMILIZERS If you have any spare money please please please send it to NOW She will buy as many copies,['police_car_light']
24825,Theyve lost this Great ride Terpstra,['clapping_hands']
24826,MAD Ronaldo volleyed his penalty vs A technique hes been practising in training,"['eyes', 'flushed_face']"
24827,I fr need to finish my homework today ,"['person_facepalming', 'female_sign']"
24828,Im over her crying watching all the videos,['face_with_tears_of_joy']
24829,Have you heard A big announcement is coming at ya in ONE HOUR Tune in to our socials to find out httpst,['sparkles']
24830,The photos I took yesterday of Tens beautiful smile    Im so happy that I saw him,"['red_heart', 'red_heart', 'red_heart', 'red_heart']"
24831,Big announcement tomorrow for our LA gang,['winking_face']
24832,i love you Camp Flog Gnaw,['two_hearts']
24833,been blessed by my entire life,['blue_heart']
24834,I want someone thats not afraid to show me off,['face_with_rolling_eyes']
24835,START Wow My God ,"['rolling_on_the_floor_laughing', 'male_sign']"
24836,Hi guys Finally aku open Indonesian Subs channel di youtube yeaaay Kalau ada request dan saran dipersilahkan If you g,['thumbs_up']
24837,Thanks brother i love you too ,"['flexed_biceps', 'folded_hands']"
24838,Your hustle dont go unnoticed boo,['face_blowing_a_kiss']
24839,Xbawxs biggest New IP this gen,['face_with_tears_of_joy']
24840,25 s Your tweet has been liked by 25 people,['red_heart']
24841,And she said that the kids were sharing a lipstick which made her want to gag,['face_with_tears_of_joy']
24842,The chyron Heres a photo you might remember Only Trump and Pence are left For now,['rolling_on_the_floor_laughing']
24843,I Will Work As Hard As I Can Not Just A Player But A Person To Help Bring A National Championship Back To College Station,['thumbs_up']
24844,Happy Birthday to YOU,['sparkles']
24845,No more searching for 78282 hours for a nice top ,"['raising_hands', 'raising_hands']"
24846,Lets Gain 500 followers quick Retweet Follow all Follow back FOLLOW,['hundred_points']
24847,Next Bank Board Bureau Will be Shut Down,['backhand_index_pointing_down']
24848,chan came in and randomly did this in the middle of seungkwans bday v live hes so cute,['face_with_tears_of_joy']
24849,everyone loves the maknae,['two_hearts']
24850,Todays Target Finish the Tag with 300K Tweets Only 40K Tweets to Achieve IDOL AJITH BIRTHDAY IN 24D,['smiling_face_with_heart-eyes']
24851,my teacher already know what time it is she said its one of them mornings yup sis finna take this good ass 90 minute nap,['weary_face']
24852,I got a baby daddy we just aint had the baby yet,['rolling_on_the_floor_laughing']
24853,Glad to see you still thinking of me ,"['face_with_tears_of_joy', 'male_sign']"
24854,U hv made my night,['face_with_tears_of_joy']
24855,Just edged out today losing 32 at home fair play u took chances well Scorers for anp Kane dilkes pen Cain Beckett,['clapping_hands']
24856,Happy together MAICHARD w,['red_heart']
24857,btsanalytics with the when our voting rate starts to decline https,['police_car_light']
24858,Some random dude just opens my car door and then walked away and was like im sorry my heart is legit pounding Lololol,['face_with_tears_of_joy']
24859,You missing out kid ,"['person_facepalming', 'male_sign']"
24860,Nigga if you put me in a situation like this just know im snitching,['face_with_tears_of_joy']
24861,have a baby itll be fun they said,['loudly_crying_face']
24862,Looking good go NHS,['smiling_face_with_sunglasses']
24863,I cant get snough of his videos,['face_with_tears_of_joy']
24864,I can see if you said khawi but John wall ,"['person_facepalming', 'male_sign']"
24865,Say Yes x Floetry,['two_hearts']
24866,Bitches out here looking stupid as hell for a little attention ,"['person_facepalming', 'female_sign']"
24867,guys if i get 500k retweets this can happen for me please help out thank you all https,['blue_heart']
24868,thank you Iriiinn,['folded_hands']
24869,180303 The Elyxion in SG    CHANYEOL,"['red_heart', 'red_heart', 'red_heart', 'red_heart']"
24870,naughty and silly couple  When G pretends to be annoyed but he does the silly act back to Bas https,"['red_heart', 'face_with_tears_of_joy']"
24871,PATRIOTS EXPOSED CHEATERS                EVERYBODY REPOST,"['person_facepalming', 'male_sign', 'person_facepalming', 'male_sign', 'person_facepalming', 'male_sign', 'person_facepalming', 'male_sign', 'person_facepalming', 'male_sign', 'person_facepalming', 'male_sign', 'person_facepalming', 'male_sign', 'person_facepalming', 'male_sign']"
24872,I better have a boo before launches her lingerie line or Ima be heateddd Trying to look like a meal for my future boo,['winking_face']
24873,Bless up LETS WIN MORE,['folded_hands']
24874,FOLLOW amp SUPPORT  QUEENS amp KINGS 1 2 3,['eyes']
24875,START at Tickets Planning,['fire']
24876,I dont even have to be drunkhigh or nothing my clumsy ass would mess up sober,['loudly_crying_face']
24877,I want Oreos con leche,['crying_face']
24878,Tis is very lovely video,['sparkling_heart']
24879,Cant wait for next month,['two_hearts']
24880,yoon dujun and his favorite angle amp pose,['face_with_tears_of_joy']
24881,Sorry Hawks fans ,"['person_shrugging', 'male_sign']"
24882,Were all locked up in St Johns Florida Waiting for to start Stay safe out there,['folded_hands']
24883,Back on this twitter shit,['hundred_points']
24884,TUTORIAL How to get 12 Free BTS polaroidsgt RT if I quoted you PGS 686JD code on LALALAB https,['smiling_face_with_heart-eyes']
24885,now look that account is hacked,['rolling_on_the_floor_laughing']
24886,Did you enjoy Run BTS  yesterday Please share your favorite scene from Yesterdays Run BTS episode with Best Fandom,['male_sign']
24887,This is the funniest thing on the Internet right now,['face_with_tears_of_joy']
24888,180422 melting moon,['heart_suit']
24889,Reset Renew Relieve Dont forget that tomorrow is your last chance to take advantage of the,['folded_hands']
24890,It is a station wagon,['face_with_tears_of_joy']
24891,The team that has 5ucl are more useless,['face_with_tears_of_joy']
24892,START 5 Years with Anniversary Giveaways Album of choice BTS i will add something for suprise gift 2 W,"['sparkles', 'fire']"
24893,I am voting for for in,['OK_hand']
24894,Beyond fed up of lifeee rn same old repetitive shit day in day out when do things get fkin better for me ,"['person_shrugging', 'female_sign']"
24895,Sending love and light to my friends at Praying for everyone and for change to come soon,['red_heart']
24896,That mf in my group and we got a presentation tomorrow ,"['person_facepalming', 'male_sign']"
24897,P Diddy nailed it with like every son 3 different shades of fine,['face_with_tears_of_joy']
24898,Feel like Im in this shit by myself amp I give up on it ,"['person_facepalming', 'male_sign']"
24899,Im high key miserable Thats why Im always drinking lol been in a slump forreal Gotta get my groove back somehow   ,"['person_shrugging', 'male_sign', 'person_facepalming', 'male_sign']"
24900,so snapchat is gonna change that much to their app but still not make it possible to change your username,['weary_face']
24901,This is gonna be me when I turn 21,['face_with_tears_of_joy']
24902,oh indeed but hes bloody adorable with it and women love a sailor so they say,['winking_face']
24903,nope but a Greta Gerwig and a miniTimmy which make an almostTimmy,['face_with_tears_of_joy']
24904,SURPRISE Here is a special gift from TAEYEON TAEYEON Birthday party behind photo,"['party_popper', 'heart_suit']"
24905,Floor snatched her weave,['face_with_tears_of_joy']
24906,Best friend looking like a snack,['smiling_face_with_heart-eyes']
24907,START at VASA Fitness,['thinking_face']
24908,Indian army ,['sparkling_heart']
24909,dont know how I came across thisbut you wonder why niggas dont like you lmao,['face_with_tears_of_joy']
24910,happy bday love u,['purple_heart']
24911,Aint no point in being mad over shit you cant change,['hundred_points']
24912,START RTQuoteReply to this tweet with,['police_car_light']
24913,Dont know what I did to my elbow but I just tried to lift a 25 dumbbell and it told me Haha what you doin tho,['face_with_tears_of_joy']
24914,It was at this moment I knew me and Post had created something special for the world to enjoy and play at max volume htt,['fire']
24915,My NORTHFACE X SUPREME Jacket finally came I got it from here,['raising_hands']
24916,you got me second guessing which day it is when I see you on on a Tuesday morning,['face_with_tears_of_joy']
24917,But tbh its really her voice doe,['face_with_tears_of_joy']
24918,Cuadrado the dada boy runs faster than the ball,['face_with_tears_of_joy']
24919,Start new giveaway iPhone 8 Plus 64GB black 800 we need retweets and follow,['fire']
24920,Im so excited Finn is too,['winking_face']
24921,Now you gonna lie to all of Twitter too First you ask em to kill ya now you lyin smh you must really be goin thru it,['face_with_rolling_eyes']
24922,Was expecting to be at the clouds during sunrise but delayed flight happens,['loudly_crying_face']
24923,Once Im comfortable around you I act like a fucking retard,['rolling_on_the_floor_laughing']
24924,iHeart Vote Rate Tweets RTs for in the last hour 1045pm 1145pm 1 8834K  2,['fire']
24925,Get the cameras out,['face_with_tears_of_joy']
24926,MANUEL I LOVE THIS AND ILY THABK U,['two_hearts']
24927,Love my fans You have great content,['winking_face']
24928,my room is never actually dirty its just CLOTHES,['weary_face']
24929,The Netherlands honour in a most unique way,['folded_hands']
24930,Sundress no bra bright nails white toes is approaching us ladiesss,['weary_face']
24931,Pokemon spotted near Kings Mills Aron 9331513 14 Tackle Iron Head CP 801 LVL 23 Gender Av,['male_sign']
24932,START I almost did So needed that moment of levity thank you so much,['rolling_on_the_floor_laughing']
24933,Shilpa is tired AF woman just speak up about it Stop being so selfless,['crying_face']
24934,To more cringe worthyyy,['face_with_tears_of_joy']
24935,Yesnever worry about what Ur haters think They are there 2 Think Let them keep on thinking Hahaha Damn Foo,['hundred_points']
24936,That time the son of one of our employees became an internet sensation,['face_with_tears_of_joy']
24937,Happy International Womens Day to all those strong and fabulous women I have the honour to know   May we grow stronge,"['folded_hands', 'red_heart', 'flexed_biceps']"
24938,I was actually confused until I read the comments Issa beard,['face_with_tears_of_joy']
24939,do u ever hear someones laugh and ur heart just,['collision']
24940,SOME PPL GONE DIE NOT LIKING YO ASS THANK GOD AND STUNT EVERYDAY LIFES TOO SHORT BE WELL,['red_heart']
24941,Most Items Free SALE ENDS AT MIDNIGHT I love this store Shop Now,['backhand_index_pointing_right']
24942,taeyeon being a cutie at gda,['smiling_face_with_heart-eyes']
24943,Shamu This is a no brainer but when are you coming to Charlotte NC Ill buy burgers after pressure on,['face_with_tears_of_joy']
24944,Okay but really is my fav human,['smiling_face_with_heart-eyes']
24945,Park Jimin OUTRO HER,['folded_hands']
24946,Who wants her there,['rolling_on_the_floor_laughing']
24947,Retweet if yu would answer,['folded_hands']
24948,I HIT THAT BLOCCBOY DANCE OFF THAT HENNY FR FR,['face_with_tears_of_joy']
24949,Guys visit natin to Shanawa by Maymay Entrata httpst,['backhand_index_pointing_down']
24950,Im the adorably sexy Gracechan,['smiling_face_with_heart-eyes']
24951,When your comebacks are as dry as the steaks you serve,['flushed_face']
